accuracy,precision,recall,f1
0.8880297543310169,0.8944934549052214,0.8885646221758712,0.8884207495566012
0.8909660369971616,0.8971557297217785,0.8922113413966063,0.8916316369543092
0.887442497797788,0.8927955243156058,0.8875993660895148,0.8869446718376429
0.8890085152197318,0.8938870582132049,0.8896233440356293,0.8889315551218473
0.8849955955760008,0.889412612560444,0.884627069053338,0.8837164440735864
0.8898894000195752,0.8954419502980786,0.8903296266316907,0.8893686668371118
0.8933150631300774,0.8991935820327516,0.8937853030470625,0.893067331561867
0.883233825976314,0.8874777123385039,0.8826709206491768,0.8816351721232442
0.8904766565528042,0.894576715906051,0.8903199618858925,0.8895609972051467
0.8901830282861897,0.8946386175102945,0.8902937769549701,0.8895572102880908
0.8847019673093863,0.8896483229206403,0.8847131372213556,0.8840178621235049
0.8912596652637761,0.8969395216100639,0.8928920831780839,0.8914884494779319
0.8850934716648723,0.8913893513779294,0.8857309189094451,0.885328258858581
0.8853870999314868,0.8893481267477773,0.8856034274349395,0.8842251450026135
0.8909660369971616,0.8971557297217785,0.8922113413966063,0.8916316369543092
0.883429578154057,0.8878789419563814,0.8836294666613747,0.8823002111481348
0.8940001957521777,0.8987460958100065,0.8935536351253112,0.893036086234201
0.8901830282861897,0.895958405275907,0.889774011901871,0.8902418803541304
0.8909660369971616,0.8956672273358751,0.891158240866514,0.8905587516478936
0.8907702848194187,0.8969073021911053,0.8902830106104832,0.8904743917029322
0.8898894000195752,0.893386347227411,0.8916646815358038,0.8895394292718019
0.883233825976314,0.8901149914284392,0.8819357400141491,0.882457573070567
0.8853870999314868,0.8906694054768385,0.8853643055591699,0.8850116450164671
0.8879318782421455,0.8942297162251863,0.887938718801244,0.8878593911791188
0.887442497797788,0.8927955243156058,0.8875993660895148,0.8869446718376429
0.8887148869531174,0.894218038185224,0.8901636611548971,0.8891176793726451
0.8905745326416756,0.8959153781009701,0.8892908264435332,0.8894951032246862
0.8905745326416756,0.8951224019811507,0.8902830185141556,0.8897247490848773
0.8875403738866595,0.8928643608387578,0.8873417512777249,0.8868849178665388
0.8863658608202016,0.8929647530263826,0.8862471685435815,0.886114620413795
0.8837232064206715,0.8885975910271674,0.8829433287184538,0.8824739720323432
0.8811784281100127,0.8868166509948308,0.8802423679499606,0.8800454052283478
0.8974258588626799,0.9011377215951895,0.8967462500823556,0.896295377323083
0.8886170108642458,0.8937629144097634,0.888669090226967,0.8881282545577337
0.8861701086424586,0.8913785003990965,0.8879904518900206,0.886070154500011
0.8837232064206715,0.8897159107057031,0.8829189947239163,0.8831324161544887
0.8866594890868161,0.8910641552395127,0.8872854411770807,0.8858948588315582
0.8897915239307037,0.8952873950346931,0.8898261450917786,0.8892950001664812
0.8879318782421455,0.8927030915265707,0.887221715654997,0.8869753159302506
0.8793187824214544,0.8846181241931047,0.8811346042038676,0.8795722580289984
0.8820593129098562,0.8865177751373304,0.8818281042507313,0.8810924576209563
0.8862679847313302,0.8917609933636615,0.8864698835157578,0.8853629495148768
0.8865616129979446,0.8918507638208413,0.8873678588237688,0.8864287874633533
0.8884212586865029,0.8939717466326648,0.8886769697882367,0.8883525571447309
0.8846040912205149,0.8905242222305917,0.8840004742353458,0.8838484724973849
0.891063913086033,0.8956770180833279,0.8904475429432682,0.8898697194388177
0.8878340021532739,0.8928943409445296,0.8880076082195063,0.8874626131483302
0.887638249975531,0.8935329245336348,0.8881247455592352,0.8878114848847284
0.8899872761084467,0.8939159420731796,0.8900368449615327,0.889165466736623
0.8882255065087599,0.8925694016393053,0.8882899907934616,0.8874203098583694
0.8842125868650289,0.8900839676058614,0.8845377480066003,0.8835970237122178
0.8843104629539004,0.8896505629557964,0.885654104084571,0.8846443542487362
0.8879318782421455,0.8941180320906343,0.8879482406201882,0.8876736736697484
0.8837232064206715,0.8903832075276571,0.8848830848623039,0.8843210175746848
0.8842125868650289,0.8895650913509218,0.883444362668152,0.8828828637998029
0.8862679847313302,0.8918593667161299,0.8872482474366685,0.886745368748448
0.8863658608202016,0.8929647530263826,0.8862471685435815,0.886114620413795
0.8811784281100127,0.8868166509948308,0.8802423679499606,0.8800454052283478
0.883429578154057,0.8878789419563814,0.8836294666613747,0.8823002111481348
0.8883233825976314,0.8940951891908998,0.8888603324913481,0.8884745370024437
0.8879318782421455,0.8927030915265707,0.887221715654997,0.8869753159302506
0.8793187824214544,0.8846181241931047,0.8811346042038676,0.8795722580289984
0.8866594890868161,0.8910565242229375,0.8855386479208496,0.8853942674874863
0.887638249975531,0.8935329245336348,0.8881247455592352,0.8878114848847284
0.8853870999314868,0.8898098855326927,0.8848712186484678,0.8842781958867104
0.8853870999314868,0.8898098855326927,0.8848712186484678,0.8842781958867104
0.8884212586865029,0.8941506881334925,0.8872810009364481,0.8875937129439017
0.8890085152197318,0.8938870582132049,0.8896233440356293,0.8889315551218473
0.8849955955760008,0.889412612560444,0.884627069053338,0.8837164440735864
0.8883233825976314,0.8940951891908998,0.8888603324913481,0.8884745370024437
0.8898894000195752,0.8954419502980786,0.8903296266316907,0.8893686668371118
0.8822550650875991,0.8871699054375785,0.881852005344289,0.8813318764476572
0.8881276304198884,0.8935095115085604,0.8898818442251331,0.8884430779661464
0.8904766565528042,0.894576715906051,0.8903199618858925,0.8895609972051467
0.891455417441519,0.8955976268460778,0.891413908532522,0.8904395592612936
0.8904766565528042,0.8953117681367496,0.8907905175333316,0.8903435357983206
0.8847019673093863,0.8896483229206403,0.8847131372213556,0.8840178621235049
0.8912596652637761,0.8969395216100639,0.8928920831780839,0.8914884494779319
0.8861701086424586,0.89002201276169,0.8869184314992763,0.8853888943319428
0.8899872761084467,0.8939159420731796,0.8900368449615327,0.889165466736623
0.8890085152197318,0.8939762519098559,0.8899605489602744,0.8892251763132625
0.883233825976314,0.888391473097745,0.8829080017470393,0.8824915038519354
0.8940001957521777,0.8987460958100065,0.8935536351253112,0.893036086234201
0.8892042673974748,0.8944821624519458,0.8898967674032542,0.8890183069079589
0.8902809043750611,0.8953682982155083,0.8905420054748717,0.8902535444973251
0.8907702848194187,0.8969073021911053,0.8902830106104832,0.8904743917029322
0.8837232064206715,0.8903832075276571,0.8848830848623039,0.8843210175746848
0.8877361260644024,0.8920086851728345,0.887971716228823,0.8868877000802385
0.8879318782421455,0.8942297162251863,0.887938718801244,0.8878593911791188
0.887442497797788,0.8927955243156058,0.8875993660895148,0.8869446718376429
0.8890085152197318,0.8938870582132049,0.8896233440356293,0.8889315551218473
0.8887148869531174,0.894218038185224,0.8901636611548971,0.8891176793726451
0.8921405500636195,0.897179839439502,0.89196260017539,0.8914106883767552
0.8894000195752177,0.8932199423911463,0.8890589426885419,0.8883733813929914
0.8875403738866595,0.8928643608387578,0.8873417512777249,0.8868849178665388
0.8863658608202016,0.8929647530263826,0.8862471685435815,0.886114620413795
0.8850934716648723,0.8913893513779294,0.8857309189094451,0.885328258858581
0.8974258588626799,0.9011377215951895,0.8967462500823556,0.896295377323083
0.8886170108642458,0.8937629144097634,0.888669090226967,0.8881282545577337
0.8861701086424586,0.8913785003990965,0.8879904518900206,0.886070154500011
0.8837232064206715,0.8897159107057031,0.8829189947239163,0.8831324161544887
0.891846921797005,0.8956722812528349,0.8922587115199292,0.8907779841427731
0.8860722325535871,0.8908737057737374,0.8862771857661881,0.8851044051536893
0.8820593129098562,0.8865177751373304,0.8818281042507313,0.8810924576209563
0.8862679847313302,0.8917609933636615,0.8864698835157578,0.8853629495148768
0.8940001957521777,0.8987337851749351,0.893243602844399,0.8931683761943584
0.8895957717529608,0.8944777853898295,0.8892658552152303,0.8892009980373208
0.8861701086424586,0.8911743429638098,0.8873528355461733,0.8860137201556293
0.8846040912205149,0.8905242222305917,0.8840004742353458,0.8838484724973849
0.8871488695311736,0.8927861009871186,0.8870699058283045,0.886359318038856
0.8878340021532739,0.8928943409445296,0.8880076082195063,0.8874626131483302
0.8892042673974748,0.8935972661510533,0.8898689742074956,0.8887209651860265
0.8950768327297641,0.9000005872185975,0.8952982322584291,0.8949129685720706
0.8862679847313302,0.8918593667161299,0.8872482474366685,0.886745368748448
0.8948810805520211,0.9000617294649963,0.8938621956250105,0.8940952930783178
0.8857786042869726,0.891919381331794,0.8864234545630684,0.886255074149139
0.891455417441519,0.8955976268460778,0.891413908532522,0.8904395592612936
0.883233825976314,0.8874777123385039,0.8826709206491768,0.8816351721232442
0.8890085152197318,0.8939762519098559,0.8899605489602744,0.8892251763132625
0.8875403738866595,0.89218729479873,0.8888109820534013,0.8875033764666663
0.8940001957521777,0.8987460958100065,0.8935536351253112,0.893036086234201
0.8892042673974748,0.8944821624519458,0.8898967674032542,0.8890183069079589
0.8865616129979446,0.8918507638208413,0.8873678588237688,0.8864287874633533
0.8877361260644024,0.8920086851728345,0.887971716228823,0.8868877000802385
0.8873446217089165,0.8912331068930004,0.8883471611720574,0.8866151849951055
0.8923363022413624,0.8963401164665223,0.8918497293494762,0.891368187571897
0.8894000195752177,0.8933498478808981,0.8897323370775463,0.8888999692442341
0.8861701086424586,0.8913785003990965,0.8879904518900206,0.886070154500011
0.8862679847313302,0.8928290854425511,0.8857412117073091,0.8864176145890945
0.8880297543310169,0.8944934549052214,0.8885646221758712,0.8884207495566012
0.8909660369971616,0.8971557297217785,0.8922113413966063,0.8916316369543092
0.8853870999314868,0.8910520751731124,0.8875082721103714,0.8860272939690431
0.8860722325535871,0.8908737057737374,0.8862771857661881,0.8851044051536893
0.8853870999314868,0.8906694054768385,0.8853643055591699,0.8850116450164671
0.8899872761084467,0.8943046571505,0.8906587157030948,0.8892781697595459
0.8940001957521777,0.8987337851749351,0.893243602844399,0.8931683761943584
0.8895957717529608,0.8944777853898295,0.8892658552152303,0.8892009980373208
0.8857786042869726,0.891919381331794,0.8864234545630684,0.886255074149139
0.887442497797788,0.8917563013717557,0.8873278393580188,0.8864350742605979
0.8933150631300774,0.8991935820327516,0.8937853030470625,0.893067331561867
0.8904766565528042,0.894576715906051,0.8903199618858925,0.8895609972051467
0.8901830282861897,0.8946386175102945,0.8902937769549701,0.8895572102880908
0.8863658608202016,0.8929647530263826,0.8862471685435815,0.886114620413795
0.8850934716648723,0.8913893513779294,0.8857309189094451,0.885328258858581
0.8853870999314868,0.8893481267477773,0.8856034274349395,0.8842251450026135
0.883429578154057,0.8878789419563814,0.8836294666613747,0.8823002111481348
0.8901830282861897,0.895958405275907,0.889774011901871,0.8902418803541304
0.8897915239307037,0.893489771815364,0.8895185508926957,0.8884626869497783
0.8907702848194187,0.8969073021911053,0.8902830106104832,0.8904743917029322
0.8879318782421455,0.8927030915265707,0.887221715654997,0.8869753159302506
0.883233825976314,0.8901149914284392,0.8819357400141491,0.882457573070567
0.8899872761084467,0.8943046571505,0.8906587157030948,0.8892781697595459
0.8861701086424586,0.8911743429638098,0.8873528355461733,0.8860137201556293
0.8905745326416756,0.8959153781009701,0.8892908264435332,0.8894951032246862
0.8925320544191054,0.8968449122474205,0.8913150618065167,0.8911309565177057
0.8878340021532739,0.8928943409445296,0.8880076082195063,0.8874626131483302
0.8879318782421455,0.8941180320906343,0.8879482406201882,0.8876736736697484
0.8837232064206715,0.8885975910271674,0.8829433287184538,0.8824739720323432
0.8811784281100127,0.8868166509948308,0.8802423679499606,0.8800454052283478
0.8862679847313302,0.8918593667161299,0.8872482474366685,0.886745368748448
0.8887148869531174,0.894218038185224,0.8901636611548971,0.8891176793726451
0.8837232064206715,0.8897159107057031,0.8829189947239163,0.8831324161544887
0.8831359498874425,0.8875989739510892,0.882755435635134,0.8816489369852766
0.8897915239307037,0.8952873950346931,0.8898261450917786,0.8892950001664812
0.8882255065087599,0.8925694016393053,0.8882899907934616,0.8874203098583694
0.8793187824214544,0.8846181241931047,0.8811346042038676,0.8795722580289984
0.8820593129098562,0.8865177751373304,0.8818281042507313,0.8810924576209563
0.8862679847313302,0.8917609933636615,0.8864698835157578,0.8853629495148768
0.8861701086424586,0.89002201276169,0.8869184314992763,0.8853888943319428
0.8846040912205149,0.8905242222305917,0.8840004742353458,0.8838484724973849
0.8866594890868161,0.892018175471014,0.8872314761155541,0.8864202489304082
0.8923363022413624,0.8976677532321526,0.8918841173311302,0.8914061297944001
0.8912596652637761,0.8969395216100639,0.8928920831780839,0.8914884494779319
0.8793187824214544,0.8841430159882646,0.8796762212491817,0.8787038137676811
0.8899872761084467,0.8939159420731796,0.8900368449615327,0.889165466736623
0.8886170108642458,0.8927244400756087,0.8890917426348383,0.8874263704068247
0.8842125868650289,0.8900839676058614,0.8845377480066003,0.8835970237122178
0.8843104629539004,0.8896505629557964,0.885654104084571,0.8846443542487362
0.8898894000195752,0.893386347227411,0.8916646815358038,0.8895394292718019
0.8837232064206715,0.8903832075276571,0.8848830848623039,0.8843210175746848
0.8842125868650289,0.8895650913509218,0.883444362668152,0.8828828637998029
0.8862679847313302,0.8918593667161299,0.8872482474366685,0.886745368748448
0.891063913086033,0.8957211536280028,0.8903908574784754,0.8897498548159943
0.8863658608202016,0.8929647530263826,0.8862471685435815,0.886114620413795
0.8837232064206715,0.8885975910271674,0.8829433287184538,0.8824739720323432
0.8853870999314868,0.8893481267477773,0.8856034274349395,0.8842251450026135
0.883429578154057,0.8878789419563814,0.8836294666613747,0.8823002111481348
0.8879318782421455,0.8927030915265707,0.887221715654997,0.8869753159302506
0.883233825976314,0.8901149914284392,0.8819357400141491,0.882457573070567
0.8905745326416756,0.8959153781009701,0.8892908264435332,0.8894951032246862
0.8917490457081335,0.8978246248554324,0.89181913892334,0.8917700828482856
0.887246745620045,0.8916009392582732,0.8870746476761682,0.8864490105458166
0.887442497797788,0.8917563013717557,0.8873278393580188,0.8864350742605979
0.8853870999314868,0.8898098855326927,0.8848712186484678,0.8842781958867104
0.8829401977096996,0.8895320885345039,0.8823505282613614,0.8826077868525201
0.8898894000195752,0.8954419502980786,0.8903296266316907,0.8893686668371118
0.8849955955760008,0.889412612560444,0.884627069053338,0.8837164440735864
0.8950768327297641,0.9000005872185975,0.8952982322584291,0.8949129685720706
0.8898894000195752,0.8954419502980786,0.8903296266316907,0.8893686668371118
0.8822550650875991,0.8871699054375785,0.881852005344289,0.8813318764476572
0.8881276304198884,0.8935095115085604,0.8898818442251331,0.8884430779661464
0.8857786042869726,0.891919381331794,0.8864234545630684,0.886255074149139
0.891455417441519,0.8955976268460778,0.891413908532522,0.8904395592612936
0.8904766565528042,0.8953117681367496,0.8907905175333316,0.8903435357983206
0.8847019673093863,0.8896483229206403,0.8847131372213556,0.8840178621235049
0.8923363022413624,0.8976677532321526,0.8918841173311302,0.8914061297944001
0.8861701086424586,0.89002201276169,0.8869184314992763,0.8853888943319428
0.8890085152197318,0.8939762519098559,0.8899605489602744,0.8892251763132625
0.883233825976314,0.888391473097745,0.8829080017470393,0.8824915038519354
0.8940001957521777,0.8987460958100065,0.8935536351253112,0.893036086234201
0.8892042673974748,0.8944821624519458,0.8898967674032542,0.8890183069079589
0.8859743564647157,0.8913745606552167,0.8869833685672835,0.8855637650969128
0.8907702848194187,0.8969073021911053,0.8902830106104832,0.8904743917029322
0.8877361260644024,0.8920086851728345,0.887971716228823,0.8868877000802385
0.8879318782421455,0.8942297162251863,0.887938718801244,0.8878593911791188
0.887442497797788,0.8927955243156058,0.8875993660895148,0.8869446718376429
0.8894000195752177,0.8933498478808981,0.8897323370775463,0.8888999692442341
0.8887148869531174,0.894218038185224,0.8901636611548971,0.8891176793726451
0.8921405500636195,0.897179839439502,0.89196260017539,0.8914106883767552
0.883429578154057,0.8886409982601076,0.8835933148522483,0.882898131824538
0.8875403738866595,0.8928643608387578,0.8873417512777249,0.8868849178665388
